x0	x1	response
-3.8	4.6	1.99299860605
-3.8	5.0	1.99362959606
-3.4	-5.0	1.99097498954
-3.4	-4.6	1.99034399952
-3.4	-4.2	1.98936904675
-3.4	-3.8	1.98779947378
-3.4	-3.4	1.98514486725
-3.4	-3.0	1.98037731168
-3.4	-2.6	1.97115805687
-3.4	-2.2	1.9516317812
-3.4	-1.8	1.90559776065
-3.4	-1.4	1.78602914215
-3.4	-1.0	1.49257243363
-3.4	-0.6	1.10730331181
-3.4	-0.2	0.994169877717
-3.4	0.2	0.994169877717
-3.4	0.6	1.10730331181
-3.4	1.0	1.49257243363
-3.4	1.4	1.78602914215
-3.4	1.8	1.90559776065
-3.4	2.2	1.9516317812
-3.4	2.6	1.97115805687
-3.4	3.0	1.98037731168
-3.4	3.4	1.98514486725
-3.4	3.8	1.98779947378
-3.4	4.2	1.98936904675
-3.4	4.6	1.99034399952
-3.4	5.0	1.99097498954
-3.0	-5.0	1.98620743396
-3.0	-4.6	1.98557644394
-3.0	-4.2	1.98460149117
-3.0	-3.8	1.9830319182
-3.0	-3.4	1.98037731168
-3.0	-3.0	1.9756097561
-3.0	-2.6	1.96639050129
-3.0	-2.2	1.94686422562
-3.0	-1.8	1.90083020507
-3.0	-1.4	1.78126158657
-3.0	-1.0	1.48780487805
-3.0	-0.6	1.10253575624
-3.0	-0.2	0.989402322138
-3.0	0.2	0.989402322138
-3.0	0.6	1.10253575624
-3.0	1.0	1.48780487805
-3.0	1.4	1.78126158657
-3.0	1.8	1.90083020507
-3.0	2.2	1.94686422562
-3.0	2.6	1.96639050129
-3.0	3.0	1.9756097561
-3.0	3.4	1.98037731168
-3.0	3.8	1.9830319182
-3.0	4.2	1.98460149117
-3.0	4.6	1.98557644394
-3.0	5.0	1.98620743396
-2.6	-5.0	1.97698817915
-2.6	-4.6	1.97635718914
-2.6	-4.2	1.97538223637
-2.6	-3.8	1.9738126634
-2.6	-3.4	1.97115805687
-2.6	-3.0	1.96639050129
-2.6	-2.6	1.95717124649
-2.6	-2.2	1.93764497081
-2.6	-1.8	1.89161095027
-2.6	-1.4	1.77204233177
-2.6	-1.0	1.47858562324
-2.6	-0.6	1.09331650143
-2.6	-0.2	0.980183067333
-2.6	0.2	0.980183067333
-2.6	0.6	1.09331650143
-2.6	1.0	1.47858562324
-2.6	1.4	1.77204233177
-2.6	1.8	1.89161095027
-2.6	2.2	1.93764497081
-2.6	2.6	1.95717124649
-2.6	3.0	1.96639050129
-2.6	3.4	1.97115805687
-2.6	3.8	1.9738126634
-2.6	4.2	1.97538223637
-2.6	4.6	1.97635718914
-2.6	5.0	1.97698817915
-2.2	-5.0	1.95746190348
-2.2	-4.6	1.95683091346
-2.2	-4.2	1.95585596069
-2.2	-3.8	1.95428638772
-2.2	-3.4	1.9516317812
-2.2	-3.0	1.94686422562
-2.2	-2.6	1.93764497081
-2.2	-2.2	1.91811869514
-2.2	-1.8	1.87208467459
-2.2	-1.4	1.7525160561
-2.2	-1.0	1.45905934757
-2.2	-0.6	1.07379022576
-2.2	-0.2	0.960656791659
-2.2	0.2	0.960656791659
-2.2	0.6	1.07379022576
-2.2	1.0	1.45905934757
-2.2	1.4	1.7525160561
-2.2	1.8	1.87208467459
-2.2	2.2	1.91811869514
-2.2	2.6	1.93764497081
-2.2	3.0	1.94686422562
-2.2	3.4	1.9516317812
-2.2	3.8	1.95428638772
-2.2	4.2	1.95585596069
-2.2	4.6	1.95683091346
-2.2	5.0	1.95746190348
-1.8	-5.0	1.91142788294
-1.8	-4.6	1.91079689292
-1.8	-4.2	1.90982194015
-1.8	-3.8	1.90825236718
-1.8	-3.4	1.90559776065
-1.8	-3.0	1.90083020507
-1.8	-2.6	1.89161095027
-1.8	-2.2	1.87208467459
-1.8	-1.8	1.82605065405
-1.8	-1.4	1.70648203555
-1.8	-1.0	1.41302532702
-1.8	-0.6	1.02775620521
-1.8	-0.2	0.914622771114
-1.8	0.2	0.914622771114
-1.8	0.6	1.02775620521
-1.8	1.0	1.41302532702
-1.8	1.4	1.70648203555
-1.8	1.8	1.82605065405
-1.8	2.2	1.87208467459
-1.8	2.6	1.89161095027
-1.8	3.0	1.90083020507
-1.8	3.4	1.90559776065
-1.8	3.8	1.90825236718
-1.8	4.2	1.90982194015
-1.8	4.6	1.91079689292
-1.8	5.0	1.91142788294
-1.4	-5.0	1.79185926444
-1.4	-4.6	1.79122827442
-1.4	-4.2	1.79025332165
-1.4	-3.8	1.78868374868
-1.4	-3.4	1.78602914215
-1.4	-3.0	1.78126158657
-1.4	-2.6	1.77204233177
-1.4	-2.2	1.7525160561
-1.4	-1.8	1.70648203555
-1.4	-1.4	1.58691341705
-1.4	-1.0	1.29345670853
-1.4	-0.6	0.908187586713
-1.4	-0.2	0.795054152616
-1.4	0.2	0.795054152616
-1.4	0.6	0.908187586713
-1.4	1.0	1.29345670853
-1.4	1.4	1.58691341705
-1.4	1.8	1.70648203555
-1.4	2.2	1.7525160561
-1.4	2.6	1.77204233177
-1.4	3.0	1.78126158657
-1.4	3.4	1.78602914215
-1.4	3.8	1.78868374868
-1.4	4.2	1.79025332165
-1.4	4.6	1.79122827442
-1.4	5.0	1.79185926444
-1.0	-5.0	1.49840255591
-1.0	-4.6	1.49777156589
-1.0	-4.2	1.49679661312
-1.0	-3.8	1.49522704015
-1.0	-3.4	1.49257243363
-1.0	-3.0	1.48780487805
-1.0	-2.6	1.47858562324
-1.0	-2.2	1.45905934757
-1.0	-1.8	1.41302532702
-1.0	-1.4	1.29345670853
-1.0	-1.0	1.0
-1.0	-0.6	0.614730878187
-1.0	-0.2	0.501597444089
-1.0	0.2	0.501597444089
-1.0	0.6	0.614730878187
-1.0	1.0	1.0
-1.0	1.4	1.29345670853
-1.0	1.8	1.41302532702
-1.0	2.2	1.45905934757
-1.0	2.6	1.47858562324
-1.0	3.0	1.48780487805
-1.0	3.4	1.49257243363
-1.0	3.8	1.49522704015
-1.0	4.2	1.49679661312
-1.0	4.6	1.49777156589
-1.0	5.0	1.49840255591
-0.6	-5.0	1.1131334341
-0.6	-4.6	1.11250244408
-0.6	-4.2	1.11152749131
-0.6	-3.8	1.10995791834
-0.6	-3.4	1.10730331181
-0.6	-3.0	1.10253575624
-0.6	-2.6	1.09331650143
-0.6	-2.2	1.07379022576
-0.6	-1.8	1.02775620521
-0.6	-1.4	0.908187586713
-0.6	-1.0	0.614730878187
-0.6	-0.6	0.229461756374
-0.6	-0.2	0.116328322276
-0.6	0.2	0.116328322276
-0.6	0.6	0.229461756374
-0.6	1.0	0.614730878187
-0.6	1.4	0.908187586713
-0.6	1.8	1.02775620521
-0.6	2.2	1.07379022576
-0.6	2.6	1.09331650143
-0.6	3.0	1.10253575624
-0.6	3.4	1.10730331181
-0.6	3.8	1.10995791834
-0.6	4.2	1.11152749131
-0.6	4.6	1.11250244408
-0.6	5.0	1.1131334341
-0.2	-5.0	1.0
-0.2	-4.6	0.999369009983
-0.2	-4.2	0.998394057213
-0.2	-3.8	0.996824484243
-0.2	-3.4	0.994169877717
-0.2	-3.0	0.989402322138
-0.2	-2.6	0.980183067333
-0.2	-2.2	0.960656791659
-0.2	-1.8	0.914622771114
-0.2	-1.4	0.795054152616
-0.2	-1.0	0.501597444089
-0.2	-0.6	0.116328322276
-0.2	-0.2	0.00319488817891
-0.2	0.2	0.00319488817891
-0.2	0.6	0.116328322276
-0.2	1.0	0.501597444089
-0.2	1.4	0.795054152616
-0.2	1.8	0.914622771114
-0.2	2.2	0.960656791659
-0.2	2.6	0.980183067333
-0.2	3.0	0.989402322138
-0.2	3.4	0.994169877717
-0.2	3.8	0.996824484243
-0.2	4.2	0.998394057213
-0.2	4.6	0.999369009983
-0.2	5.0	1.0
0.2	-5.0	1.0
0.2	-4.6	0.999369009983
0.2	-4.2	0.998394057213
0.2	-3.8	0.996824484243
0.2	-3.4	0.994169877717
0.2	-3.0	0.989402322138
0.2	-2.6	0.980183067333
0.2	-2.2	0.960656791659
0.2	-1.8	0.914622771114
0.2	-1.4	0.795054152616
0.2	-1.0	0.501597444089
0.2	-0.6	0.116328322276
0.2	-0.2	0.00319488817891
0.2	0.2	0.00319488817891
0.2	0.6	0.116328322276
0.2	1.0	0.501597444089
0.2	1.4	0.795054152616
0.2	1.8	0.914622771114
0.2	2.2	0.960656791659
0.2	2.6	0.980183067333
0.2	3.0	0.989402322138
0.2	3.4	0.994169877717
0.2	3.8	0.996824484243
0.2	4.2	0.998394057213
0.2	4.6	0.999369009983
0.2	5.0	1.0
0.6	-5.0	1.1131334341
0.6	-4.6	1.11250244408
0.6	-4.2	1.11152749131
0.6	-3.8	1.10995791834
0.6	-3.4	1.10730331181
0.6	-3.0	1.10253575624
0.6	-2.6	1.09331650143
0.6	-2.2	1.07379022576
0.6	-1.8	1.02775620521
0.6	-1.4	0.908187586713
0.6	-1.0	0.614730878187
0.6	-0.6	0.229461756374
0.6	-0.2	0.116328322276
0.6	0.2	0.116328322276
0.6	0.6	0.229461756374
0.6	1.0	0.614730878187
0.6	1.4	0.908187586713
0.6	1.8	1.02775620521
0.6	2.2	1.07379022576
0.6	2.6	1.09331650143
0.6	3.0	1.10253575624
0.6	3.4	1.10730331181
0.6	3.8	1.10995791834
0.6	4.2	1.11152749131
0.6	4.6	1.11250244408
0.6	5.0	1.1131334341
1.0	-5.0	1.49840255591
1.0	-4.6	1.49777156589
1.0	-4.2	1.49679661312
1.0	-3.8	1.49522704015
1.0	-3.4	1.49257243363
1.0	-3.0	1.48780487805
1.0	-2.6	1.47858562324
1.0	-2.2	1.45905934757
1.0	-1.8	1.41302532702
1.0	-1.4	1.29345670853
1.0	-1.0	1.0
1.0	-0.6	0.614730878187
1.0	-0.2	0.501597444089
1.0	0.2	0.501597444089
1.0	0.6	0.614730878187
1.0	1.0	1.0
1.0	1.4	1.29345670853
1.0	1.8	1.41302532702
1.0	2.2	1.45905934757
1.0	2.6	1.47858562324
1.0	3.0	1.48780487805
1.0	3.4	1.49257243363
1.0	3.8	1.49522704015
1.0	4.2	1.49679661312
1.0	4.6	1.49777156589
1.0	5.0	1.49840255591
1.4	-5.0	1.79185926444
1.4	-4.6	1.79122827442
1.4	-4.2	1.79025332165
1.4	-3.8	1.78868374868
1.4	-3.4	1.78602914215
1.4	-3.0	1.78126158657
1.4	-2.6	1.77204233177
1.4	-2.2	1.7525160561
1.4	-1.8	1.70648203555
1.4	-1.4	1.58691341705
1.4	-1.0	1.29345670853
1.4	-0.6	0.908187586713
1.4	-0.2	0.795054152616
1.4	0.2	0.795054152616
1.4	0.6	0.908187586713
1.4	1.0	1.29345670853
1.4	1.4	1.58691341705
1.4	1.8	1.70648203555
1.4	2.2	1.7525160561
1.4	2.6	1.77204233177
1.4	3.0	1.78126158657
1.4	3.4	1.78602914215
1.4	3.8	1.78868374868
1.4	4.2	1.79025332165
1.4	4.6	1.79122827442
1.4	5.0	1.79185926444
1.8	-5.0	1.91142788294
1.8	-4.6	1.91079689292
1.8	-4.2	1.90982194015
1.8	-3.8	1.90825236718
1.8	-3.4	1.90559776065
1.8	-3.0	1.90083020507
1.8	-2.6	1.89161095027
1.8	-2.2	1.87208467459
1.8	-1.8	1.82605065405
1.8	-1.4	1.70648203555
1.8	-1.0	1.41302532702
1.8	-0.6	1.02775620521
1.8	-0.2	0.914622771114
1.8	0.2	0.914622771114
1.8	0.6	1.02775620521
1.8	1.0	1.41302532702
1.8	1.4	1.70648203555
1.8	1.8	1.82605065405
1.8	2.2	1.87208467459
1.8	2.6	1.89161095027
1.8	3.0	1.90083020507
1.8	3.4	1.90559776065
1.8	3.8	1.90825236718
1.8	4.2	1.90982194015
1.8	4.6	1.91079689292
1.8	5.0	1.91142788294
2.2	-5.0	1.95746190348
2.2	-4.6	1.95683091346
2.2	-4.2	1.95585596069
2.2	-3.8	1.95428638772
2.2	-3.4	1.9516317812
2.2	-3.0	1.94686422562
2.2	-2.6	1.93764497081
2.2	-2.2	1.91811869514
2.2	-1.8	1.87208467459
2.2	-1.4	1.7525160561
2.2	-1.0	1.45905934757
2.2	-0.6	1.07379022576
2.2	-0.2	0.960656791659
2.2	0.2	0.960656791659
2.2	0.6	1.07379022576
2.2	1.0	1.45905934757
2.2	1.4	1.7525160561
2.2	1.8	1.87208467459
2.2	2.2	1.91811869514
2.2	2.6	1.93764497081
2.2	3.0	1.94686422562
2.2	3.4	1.9516317812
2.2	3.8	1.95428638772
2.2	4.2	1.95585596069
2.2	4.6	1.95683091346
2.2	5.0	1.95746190348
2.6	-5.0	1.97698817915
2.6	-4.6	1.97635718914
2.6	-4.2	1.97538223637
2.6	-3.8	1.9738126634
2.6	-3.4	1.97115805687
2.6	-3.0	1.96639050129
2.6	-2.6	1.95717124649
2.6	-2.2	1.93764497081
2.6	-1.8	1.89161095027
2.6	-1.4	1.77204233177
2.6	-1.0	1.47858562324
2.6	-0.6	1.09331650143
2.6	-0.2	0.980183067333
2.6	0.2	0.980183067333
2.6	0.6	1.09331650143
2.6	1.0	1.47858562324
2.6	1.4	1.77204233177
2.6	1.8	1.89161095027
2.6	2.2	1.93764497081
2.6	2.6	1.95717124649
2.6	3.0	1.96639050129
2.6	3.4	1.97115805687
2.6	3.8	1.9738126634
2.6	4.2	1.97538223637
2.6	4.6	1.97635718914
2.6	5.0	1.97698817915
3.0	-5.0	1.98620743396
3.0	-4.6	1.98557644394
3.0	-4.2	1.98460149117
3.0	-3.8	1.9830319182
3.0	-3.4	1.98037731168
3.0	-3.0	1.9756097561
3.0	-2.6	1.96639050129
3.0	-2.2	1.94686422562
3.0	-1.8	1.90083020507
3.0	-1.4	1.78126158657
3.0	-1.0	1.48780487805
3.0	-0.6	1.10253575624
3.0	-0.2	0.989402322138
3.0	0.2	0.989402322138
3.0	0.6	1.10253575624
3.0	1.0	1.48780487805
3.0	1.4	1.78126158657
3.0	1.8	1.90083020507
3.0	2.2	1.94686422562
3.0	2.6	1.96639050129
3.0	3.0	1.9756097561
3.0	3.4	1.98037731168
3.0	3.8	1.9830319182
3.0	4.2	1.98460149117
3.0	4.6	1.98557644394
3.0	5.0	1.98620743396
3.4	-5.0	1.99097498954
3.4	-4.6	1.99034399952
3.4	-4.2	1.98936904675
3.4	-3.8	1.98779947378
3.4	-3.4	1.98514486725
3.4	-3.0	1.98037731168
3.4	-2.6	1.97115805687
3.4	-2.2	1.9516317812
3.4	-1.8	1.90559776065
3.4	-1.4	1.78602914215
3.4	-1.0	1.49257243363
3.4	-0.6	1.10730331181
3.4	-0.2	0.994169877717
3.4	0.2	0.994169877717
3.4	0.6	1.10730331181
3.4	1.0	1.49257243363
3.4	1.4	1.78602914215
3.4	1.8	1.90559776065
3.4	2.2	1.9516317812
3.4	2.6	1.97115805687
3.4	3.0	1.98037731168
3.4	3.4	1.98514486725
3.4	3.8	1.98779947378
3.4	4.2	1.98936904675
3.4	4.6	1.99034399952
3.4	5.0	1.99097498954
3.8	-5.0	1.99362959606
3.8	-4.6	1.99299860605
3.8	-4.2	1.99202365328
3.8	-3.8	1.99045408031
3.8	-3.4	1.98779947378
3.8	-3.0	1.9830319182
3.8	-2.6	1.9738126634
3.8	-2.2	1.95428638772
3.8	-1.8	1.90825236718
3.8	-1.4	1.78868374868
3.8	-1.0	1.49522704015
3.8	-0.6	1.10995791834
3.8	-0.2	0.996824484243
3.8	0.2	0.996824484243
3.8	0.6	1.10995791834
3.8	1.0	1.49522704015
3.8	1.4	1.78868374868
3.8	1.8	1.90825236718
3.8	2.2	1.95428638772
3.8	2.6	1.9738126634
3.8	3.0	1.9830319182
3.8	3.4	1.98779947378
3.8	3.8	1.99045408031
3.8	4.2	1.99202365328
3.8	4.6	1.99299860605
3.8	5.0	1.99362959606
4.2	-5.0	1.99519916903
4.2	-4.6	1.99456817902
4.2	-4.2	1.99359322625
4.2	-3.8	1.99202365328
4.2	-3.4	1.98936904675
4.2	-3.0	1.98460149117
4.2	-2.6	1.97538223637
4.2	-2.2	1.95585596069
4.2	-1.8	1.90982194015
4.2	-1.4	1.79025332165
4.2	-1.0	1.49679661312
4.2	-0.6	1.11152749131
4.2	-0.2	0.998394057213
4.2	0.2	0.998394057213
4.2	0.6	1.11152749131
4.2	1.0	1.49679661312
4.2	1.4	1.79025332165
4.2	1.8	1.90982194015
4.2	2.2	1.95585596069
4.2	2.6	1.97538223637
4.2	3.0	1.98460149117
4.2	3.4	1.98936904675
4.2	3.8	1.99202365328
4.2	4.2	1.99359322625
4.2	4.6	1.99456817902
4.2	5.0	1.99519916903
4.6	-5.0	1.9961741218
4.6	-4.6	1.99554313179
4.6	-4.2	1.99456817902
4.6	-3.8	1.99299860605
4.6	-3.4	1.99034399952
4.6	-3.0	1.98557644394
4.6	-2.6	1.97635718914
4.6	-2.2	1.95683091346
4.6	-1.8	1.91079689292
4.6	-1.4	1.79122827442
4.6	-1.0	1.49777156589
4.6	-0.6	1.11250244408
4.6	-0.2	0.999369009983
4.6	0.2	0.999369009983
4.6	0.6	1.11250244408
4.6	1.0	1.49777156589
4.6	1.4	1.79122827442
4.6	1.8	1.91079689292
4.6	2.2	1.95683091346
4.6	2.6	1.97635718914
4.6	3.0	1.98557644394
4.6	3.4	1.99034399952
4.6	3.8	1.99299860605
4.6	4.2	1.99456817902
4.6	4.6	1.99554313179
4.6	5.0	1.9961741218
5.0	-5.0	1.99680511182
5.0	-4.6	1.9961741218
5.0	-4.2	1.99519916903
5.0	-3.8	1.99362959606
5.0	-3.4	1.99097498954
5.0	-3.0	1.98620743396
5.0	-2.6	1.97698817915
5.0	-2.2	1.95746190348
5.0	-1.8	1.91142788294
5.0	-1.4	1.79185926444
5.0	-1.0	1.49840255591
5.0	-0.6	1.1131334341
5.0	-0.2	1.0
5.0	0.2	1.0
5.0	0.6	1.1131334341
5.0	1.0	1.49840255591
5.0	1.4	1.79185926444
5.0	1.8	1.91142788294
5.0	2.2	1.95746190348
5.0	2.6	1.97698817915
5.0	3.0	1.98620743396
5.0	3.4	1.99097498954
5.0	3.8	1.99362959606
5.0	4.2	1.99519916903
5.0	4.6	1.9961741218
5.0	5.0	1.99680511182
